# Title: February 2025 Global Gridded Average Temperature
# Units: Degrees Celsius
# Base Period: 1991-2020
# Missing: -999.00
Latitude,Longitude,Anomaly,Rank
-27.5,167.5,-0.08,132
-27.5,172.5,-0.21,104
-27.5,177.5,-0.24,103
-27.5,182.5,-0.16,123
-27.5,187.5,-0.05,127
-27.5,192.5,0.07,140
-27.5,197.5,0.27,147
-27.5,202.5,0.65,162
-27.5,207.5,1.16,172
-27.5,212.5,1.37,173
-27.5,217.5,1.45,176
-27.5,222.5,1.5,176
-27.5,227.5,1.26,176
-27.5,232.5,0.8,168
-27.5,237.5,0.32,157
-27.5,242.5,0.12,150
-27.5,247.5,0.28,154
-27.5,252.5,0.66,168
-27.5,257.5,0.77,165
-27.5,262.5,1,170
-27.5,267.5,1.22,172
-27.5,272.5,1.11,171
-27.5,277.5,0.64,160
-27.5,282.5,-0.05,112
-27.5,287.5,-0.13,117
-27.5,292.5,3.95,176
-27.5,297.5,4.61,176
-27.5,302.5,3.64,176
-27.5,307.5,1.76,176
-27.5,312.5,0.89,171
-27.5,317.5,0.52,169
-27.5,322.5,0.66,169
-27.5,327.5,0.79,170
-27.5,332.5,0.82,170
-27.5,337.5,0.85,168
-27.5,342.5,0.77,168
-27.5,347.5,0.68,166
-27.5,352.5,0.52,156
-27.5,357.5,0.37,146
-22.5,2.5,0.2,147
-22.5,7.5,0.17,150
-22.5,12.5,0.11,142
-22.5,17.5,-0.34,112
-22.5,22.5,1.35,152
-22.5,27.5,1.13,160
-22.5,32.5,1.16,171
-22.5,37.5,0.55,164
-22.5,42.5,0.59,169
-22.5,47.5,0.99,175
-22.5,52.5,1.11,176
-22.5,57.5,1.22,176
-22.5,62.5,1.29,176
-22.5,67.5,1.08,176
-22.5,72.5,0.87,174
-22.5,77.5,0.76,169
-22.5,82.5,0.76,170
-22.5,87.5,0.83,172
-22.5,92.5,0.91,173
-22.5,97.5,0.91,174
-22.5,102.5,0.91,174
-22.5,107.5,1.3,175
-22.5,112.5,1.5,175
-22.5,117.5,1.3,170
-22.5,122.5,1.45,158
-22.5,127.5,2.22,169
-22.5,132.5,2,171
-22.5,137.5,0.81,151
-22.5,142.5,-0.64,86
-22.5,147.5,-0.77,77
-22.5,152.5,0.03,142
-22.5,157.5,-0.05,133
-22.5,162.5,-0.04,137
-22.5,167.5,-0.19,118
-22.5,172.5,-0.34,91
-22.5,177.5,-0.21,103
-22.5,182.5,0,131
-22.5,187.5,-0.05,120
-22.5,192.5,0.11,136
-22.5,197.5,0.26,143
-22.5,202.5,0.54,165
-22.5,207.5,0.9,172
-22.5,212.5,1.13,176
-22.5,217.5,1.1,176
-22.5,222.5,0.98,176
-22.5,227.5,0.67,173
-22.5,232.5,0.24,156
-22.5,237.5,0.11,142
-22.5,242.5,0.34,156
-22.5,247.5,0.68,164
-22.5,252.5,0.91,170
-22.5,257.5,1.04,170
-22.5,262.5,1.03,169
-22.5,267.5,0.81,162
-22.5,272.5,0.45,139
-22.5,277.5,-0.1,110
-22.5,282.5,-0.38,93
-22.5,287.5,0.3,153
-22.5,292.5,1.5,172
-22.5,297.5,3.17,176
-22.5,302.5,2.03,176
-22.5,307.5,1.56,176
-22.5,312.5,1.54,176
-22.5,317.5,0.84,172
-22.5,322.5,0.36,162
-22.5,327.5,0.52,163
-22.5,332.5,0.51,163
-22.5,337.5,0.59,160
-22.5,342.5,0.54,156
-22.5,347.5,0.42,152
-22.5,352.5,0.29,144
-22.5,357.5,0.2,143
-17.5,2.5,0.24,153
-17.5,7.5,0.41,164
-17.5,12.5,-0.21,137
-17.5,17.5,-0.01,113
-17.5,22.5,0.96,149
-17.5,27.5,0.35,157
-17.5,32.5,-0.79,77
-17.5,37.5,0.29,161
-17.5,42.5,0.7,170
-17.5,47.5,0.69,174
-17.5,52.5,0.99,175
-17.5,57.5,0.98,173
-17.5,62.5,0.95,173
-17.5,67.5,0.82,168
-17.5,72.5,0.64,165
-17.5,77.5,0.55,162
-17.5,82.5,0.63,169
-17.5,87.5,0.72,173
-17.5,92.5,0.68,171
-17.5,97.5,0.61,168
-17.5,102.5,0.64,167
-17.5,107.5,0.86,173
-17.5,112.5,1.03,173
-17.5,117.5,1.02,169
-17.5,122.5,0.66,159
-17.5,127.5,0.76,142
-17.5,132.5,1.42,164
-17.5,137.5,0.81,167
-17.5,142.5,0.08,142
-17.5,147.5,0.35,164
-17.5,152.5,0.32,164
-17.5,157.5,0.32,165
-17.5,162.5,0.28,165
-17.5,167.5,0.21,160
-17.5,172.5,0.06,146
-17.5,177.5,0.12,153
-17.5,182.5,0.08,140
-17.5,187.5,0.1,146
-17.5,192.5,0.17,151
-17.5,197.5,0.27,159
-17.5,202.5,0.52,173
-17.5,207.5,0.77,176
-17.5,212.5,0.77,176
-17.5,217.5,0.61,173
-17.5,222.5,0.49,171
-17.5,227.5,0.29,161
-17.5,232.5,0.18,145
-17.5,237.5,0.25,150
-17.5,242.5,0.46,160
-17.5,247.5,0.65,169
-17.5,252.5,0.69,168
-17.5,257.5,0.61,157
-17.5,262.5,0.45,150
-17.5,267.5,0.17,131
-17.5,272.5,-0.11,114
-17.5,277.5,-0.11,119
-17.5,282.5,0.49,170
-17.5,287.5,0.89,169
-17.5,292.5,0.57,168
-17.5,297.5,1.4,176
-17.5,302.5,0.99,175
-17.5,307.5,0.87,173
-17.5,312.5,0.77,172
-17.5,317.5,1,173
-17.5,322.5,0.38,164
-17.5,327.5,0.37,160
-17.5,332.5,0.32,151
-17.5,337.5,0.31,149
-17.5,342.5,0.29,148
-17.5,347.5,0.22,146
-17.5,352.5,0.13,147
-17.5,357.5,0.12,146
-12.5,2.5,0.47,163
-12.5,7.5,0.75,168
-12.5,12.5,0.43,159
-12.5,17.5,-0.24,104
-12.5,22.5,-0.1,108
-12.5,27.5,0.2,149
-12.5,32.5,0.22,155
-12.5,37.5,0.45,170
-12.5,42.5,0.61,171
-12.5,47.5,0.69,171
-12.5,52.5,0.65,166
-12.5,57.5,0.7,168
-12.5,62.5,0.7,171
-12.5,67.5,0.64,169
-12.5,72.5,0.51,167
-12.5,77.5,0.41,167
-12.5,82.5,0.34,157
-12.5,87.5,0.35,163
-12.5,92.5,0.34,161
-12.5,97.5,0.31,159
-12.5,102.5,0.24,156
-12.5,107.5,0.36,162
-12.5,112.5,0.38,158
-12.5,117.5,0.43,153
-12.5,122.5,0.51,157
-12.5,127.5,0.58,164
-12.5,132.5,0.6,171
-12.5,137.5,0.81,170
-12.5,142.5,0.7,170
-12.5,147.5,0.82,173
-12.5,152.5,0.77,174
-12.5,157.5,0.71,176
-12.5,162.5,0.61,176
-12.5,167.5,0.5,176
-12.5,172.5,0.37,176
-12.5,177.5,0.21,167
-12.5,182.5,0.17,164
-12.5,187.5,0.13,163
-12.5,192.5,0.19,163
-12.5,197.5,0.29,163
-12.5,202.5,0.45,168
-12.5,207.5,0.51,166
-12.5,212.5,0.45,162
-12.5,217.5,0.3,155
-12.5,222.5,0.16,144
-12.5,227.5,0.09,139
-12.5,232.5,0.01,132
-12.5,237.5,0.03,139
-12.5,242.5,0.11,141
-12.5,247.5,0.14,139
-12.5,252.5,0.09,127
-12.5,257.5,-0.06,118
-12.5,262.5,-0.13,110
-12.5,267.5,-0.05,120
-12.5,272.5,0.18,148
-12.5,277.5,0.65,166
-12.5,282.5,0.6,166
-12.5,287.5,-0.24,133
-12.5,292.5,0.13,151
-12.5,297.5,0.39,164
-12.5,302.5,1.3,175
-12.5,307.5,1.47,175
-12.5,312.5,0.65,167
-12.5,317.5,0.48,162
-12.5,322.5,0.57,173
-12.5,327.5,0.4,166
-12.5,332.5,0.32,159
-12.5,337.5,0.26,156
-12.5,342.5,0.21,152
-12.5,347.5,0.16,151
-12.5,352.5,0.13,146
-12.5,357.5,0.2,150
-7.5,2.5,0.81,170
-7.5,7.5,0.96,174
-7.5,12.5,0.16,158
-7.5,17.5,-0.14,143
-7.5,22.5,-0.27,126
-7.5,27.5,0.53,168
-7.5,32.5,0.75,172
-7.5,37.5,0.87,175
-7.5,42.5,0.34,158
-7.5,47.5,0.16,148
-7.5,52.5,0.04,140
-7.5,57.5,0.22,158
-7.5,62.5,0.33,163
-7.5,67.5,0.25,165
-7.5,72.5,0.23,167
-7.5,77.5,0.14,154
-7.5,82.5,-0.02,148
-7.5,87.5,-0.06,145
-7.5,92.5,0.05,149
-7.5,97.5,0.05,150
-7.5,102.5,0.06,152
-7.5,107.5,0.23,159
-7.5,112.5,0.25,157
-7.5,117.5,0.2,152
-7.5,122.5,0.38,164
-7.5,127.5,0.58,170
-7.5,132.5,0.8,171
-7.5,137.5,0.86,173
-7.5,142.5,0.65,174
-7.5,147.5,0.88,176
-7.5,152.5,1.03,176
-7.5,157.5,0.75,176
-7.5,162.5,0.65,176
-7.5,167.5,0.49,175
-7.5,172.5,0.33,168
-7.5,177.5,0.16,161
-7.5,182.5,-0.04,139
-7.5,187.5,-0.06,142
-7.5,192.5,-0.13,127
-7.5,197.5,-0.12,127
-7.5,202.5,-0.03,131
-7.5,207.5,0.02,128
-7.5,212.5,-0.01,124
-7.5,217.5,-0.08,124
-7.5,222.5,-0.08,128
-7.5,227.5,-0.18,119
-7.5,232.5,-0.25,109
-7.5,237.5,-0.22,112
-7.5,242.5,-0.12,119
-7.5,247.5,-0.08,123
-7.5,252.5,-0.09,124
-7.5,257.5,-0.16,120
-7.5,262.5,-0.06,129
-7.5,267.5,0.31,156
-7.5,272.5,0.64,163
-7.5,277.5,0.35,149
-7.5,282.5,0.34,162
-7.5,287.5,-0.18,128
-7.5,292.5,0.49,165
-7.5,297.5,0.64,166
-7.5,302.5,0.54,157
-7.5,307.5,0.74,163
-7.5,312.5,0.62,161
-7.5,317.5,0.56,155
-7.5,322.5,-0.04,137
-7.5,327.5,0.41,172
-7.5,332.5,0.4,168
-7.5,337.5,0.38,166
-7.5,342.5,0.39,166
-7.5,347.5,0.33,165
-7.5,352.5,0.42,166
-7.5,357.5,0.58,169
-2.5,2.5,0.81,173
-2.5,7.5,0.73,173
-2.5,12.5,-0.69,109
-2.5,17.5,-0.58,106
-2.5,22.5,-0.46,109
-2.5,27.5,0.26,159
-2.5,32.5,1.05,175
-2.5,37.5,0.61,169
-2.5,42.5,-0.09,133
-2.5,47.5,-0.45,71
-2.5,52.5,-0.5,68
-2.5,57.5,-0.04,141
-2.5,62.5,0.21,161
-2.5,67.5,0.29,166
-2.5,72.5,0.21,164
-2.5,77.5,0.1,156
-2.5,82.5,0,150
-2.5,87.5,-0.06,145
-2.5,92.5,-0.02,144
-2.5,97.5,0.05,148
-2.5,102.5,0.24,167
-2.5,107.5,0.04,150
-2.5,112.5,0.51,171
-2.5,117.5,0.34,169
-2.5,122.5,0.51,175
-2.5,127.5,0.72,176
-2.5,132.5,0.96,176
-2.5,137.5,0.78,176
-2.5,142.5,1.15,176
-2.5,147.5,1.06,176
-2.5,152.5,0.8,176
-2.5,157.5,0.45,171
-2.5,162.5,0.2,153
-2.5,167.5,-0.01,140
-2.5,172.5,-0.41,80
-2.5,177.5,-0.49,80
-2.5,182.5,-0.76,60
-2.5,187.5,-0.76,71
-2.5,192.5,-0.72,77
-2.5,197.5,-0.67,79
-2.5,202.5,-0.56,89
-2.5,207.5,-0.45,96
-2.5,212.5,-0.39,95
-2.5,217.5,-0.32,99
-2.5,222.5,-0.34,103
-2.5,227.5,-0.4,99
-2.5,232.5,-0.4,96
-2.5,237.5,-0.31,101
-2.5,242.5,-0.16,113
-2.5,247.5,-0.08,123
-2.5,252.5,0.07,129
-2.5,257.5,0.26,144
-2.5,262.5,0.54,157
-2.5,267.5,0.85,165
-2.5,272.5,0.82,162
-2.5,277.5,0.38,145
-2.5,282.5,0.36,160
-2.5,287.5,0,150
-2.5,292.5,0.03,150
-2.5,297.5,0.52,158
-2.5,302.5,-0.24,110
-2.5,307.5,0.25,147
-2.5,312.5,0.59,158
-2.5,317.5,0.59,170
-2.5,322.5,0.6,174
-2.5,327.5,0.62,174
-2.5,332.5,0.67,173
-2.5,337.5,0.73,172
-2.5,342.5,0.76,171
-2.5,347.5,0.82,173
-2.5,352.5,0.83,172
-2.5,357.5,0.8,172
2.5,2.5,0.4,164
2.5,7.5,0.39,167
2.5,12.5,0.36,165
2.5,17.5,-0.3,133
2.5,22.5,0.34,158
2.5,27.5,1.41,173
2.5,32.5,1.34,175
2.5,37.5,0.97,173
2.5,42.5,0.77,172
2.5,47.5,-0.43,97
2.5,52.5,-0.45,73
2.5,57.5,-0.09,141
2.5,62.5,0.21,160
2.5,67.5,0.37,167
2.5,72.5,0.36,168
2.5,77.5,0.28,163
2.5,82.5,0.2,162
2.5,87.5,0.15,160
2.5,92.5,0.12,158
2.5,97.5,0.26,169
2.5,102.5,-0.02,155
2.5,107.5,-0.18,113
2.5,112.5,0.1,160
2.5,117.5,0.35,172
2.5,122.5,0.78,175
2.5,127.5,0.99,176
2.5,132.5,1.19,176
2.5,137.5,1.29,176
2.5,142.5,1.15,176
2.5,147.5,0.84,176
2.5,152.5,0.61,176
2.5,157.5,0.41,171
2.5,162.5,0.17,151
2.5,167.5,-0.24,112
2.5,172.5,-0.53,69
2.5,177.5,-0.79,52
2.5,182.5,-0.91,44
2.5,187.5,-0.96,52
2.5,192.5,-0.96,59
2.5,197.5,-0.88,64
2.5,202.5,-0.78,73
2.5,207.5,-0.68,75
2.5,212.5,-0.57,80
2.5,217.5,-0.46,87
2.5,222.5,-0.44,87
2.5,227.5,-0.37,94
2.5,232.5,-0.25,102
2.5,237.5,-0.12,111
2.5,242.5,-0,128
2.5,247.5,0.11,137
2.5,252.5,0.27,147
2.5,257.5,0.49,154
2.5,262.5,0.68,158
2.5,267.5,0.68,161
2.5,272.5,0.6,159
2.5,277.5,0.57,160
2.5,282.5,0.49,163
2.5,287.5,0.62,163
2.5,292.5,-0.03,135
2.5,297.5,-0.57,103
2.5,302.5,-0.67,94
2.5,307.5,0.59,161
2.5,312.5,0.36,165
2.5,317.5,0.44,170
2.5,322.5,0.48,173
2.5,327.5,0.55,173
2.5,332.5,0.71,173
2.5,337.5,0.88,174
2.5,342.5,0.94,174
2.5,347.5,0.89,174
2.5,352.5,0.73,171
2.5,357.5,0.6,171
7.5,2.5,0.62,173
7.5,7.5,1,172
7.5,12.5,0.27,157
7.5,17.5,1.12,171
7.5,22.5,1.04,169
7.5,27.5,-0.1,141
7.5,32.5,1.19,171
7.5,37.5,1.13,173
7.5,42.5,1.22,172
7.5,47.5,0.78,170
7.5,52.5,-0.26,108
7.5,57.5,-0.1,142
7.5,62.5,0.09,157
7.5,67.5,0.2,165
7.5,72.5,0.29,168
7.5,77.5,0.47,170
7.5,82.5,0.36,169
7.5,87.5,0.29,168
7.5,92.5,0.19,163
7.5,97.5,0.11,160
7.5,102.5,-0.15,117
7.5,107.5,-0.37,67
7.5,112.5,0.03,121
7.5,117.5,0.58,168
7.5,122.5,0.75,172
7.5,127.5,0.88,175
7.5,132.5,0.98,176
7.5,137.5,1.13,176
7.5,142.5,1.04,176
7.5,147.5,0.84,176
7.5,152.5,0.74,176
7.5,157.5,0.69,176
7.5,162.5,0.56,176
7.5,167.5,0.3,169
7.5,172.5,0.08,154
7.5,177.5,-0.1,138
7.5,182.5,-0.29,120
7.5,187.5,-0.45,93
7.5,192.5,-0.54,79
7.5,197.5,-0.55,79
7.5,202.5,-0.5,88
7.5,207.5,-0.44,91
7.5,212.5,-0.41,93
7.5,217.5,-0.4,93
7.5,222.5,-0.35,98
7.5,227.5,-0.27,102
7.5,232.5,-0.13,108
7.5,237.5,0.06,128
7.5,242.5,0.17,142
7.5,247.5,0.26,156
7.5,252.5,0.34,163
7.5,257.5,0.48,165
7.5,262.5,0.62,167
7.5,267.5,0.72,166
7.5,272.5,0.66,165
7.5,277.5,0.78,169
7.5,282.5,0.86,170
7.5,287.5,0.27,152
7.5,292.5,0.5,161
7.5,297.5,-0.27,137
7.5,302.5,0.58,171
7.5,307.5,0.37,170
7.5,312.5,0.25,160
7.5,317.5,0.27,162
7.5,322.5,0.32,163
7.5,327.5,0.36,165
7.5,332.5,0.35,162
7.5,337.5,0.42,161
7.5,342.5,0.49,160
7.5,347.5,0.41,167
7.5,352.5,0.55,166
7.5,357.5,0.83,174
12.5,2.5,0.65,157
12.5,7.5,0.64,154
12.5,12.5,0.72,147
12.5,17.5,0.53,145
12.5,22.5,-0.22,124
12.5,27.5,-2.05,44
12.5,32.5,-0.76,98
12.5,37.5,0.63,166
12.5,42.5,0.23,163
12.5,47.5,-0,155
12.5,52.5,-0.37,80
12.5,57.5,-0.08,132
12.5,62.5,0.19,163
12.5,67.5,0.31,165
12.5,72.5,0.43,170
12.5,77.5,0.64,171
12.5,82.5,0.56,171
12.5,87.5,0.57,172
12.5,92.5,0.58,171
12.5,97.5,0.35,167
12.5,102.5,0.2,155
12.5,107.5,-0.06,138
12.5,112.5,-0.2,96
12.5,117.5,0.45,157
12.5,122.5,0.65,169
12.5,127.5,0.63,172
12.5,132.5,0.88,175
12.5,137.5,0.96,176
12.5,142.5,0.99,176
12.5,147.5,0.93,176
12.5,152.5,0.9,176
12.5,157.5,0.87,176
12.5,162.5,0.79,176
12.5,167.5,0.7,176
12.5,172.5,0.58,175
12.5,177.5,0.42,174
12.5,182.5,0.27,168
12.5,187.5,0.16,157
12.5,192.5,0.06,146
12.5,197.5,0.05,141
12.5,202.5,0.13,145
12.5,207.5,0.16,146
12.5,212.5,0.06,141
12.5,217.5,-0.08,129
12.5,222.5,-0.17,122
12.5,227.5,-0.29,108
12.5,232.5,-0.3,100
12.5,237.5,-0.06,123
12.5,242.5,0.1,142
12.5,247.5,0.17,154
12.5,252.5,0.36,168
12.5,257.5,0.59,174
12.5,262.5,0.62,168
12.5,267.5,0.76,170
12.5,272.5,0.78,170
12.5,277.5,0.75,173
12.5,282.5,0.87,175
12.5,287.5,0.97,175
12.5,292.5,0.77,174
12.5,297.5,0.83,175
12.5,302.5,0.68,175
12.5,307.5,0.53,171
12.5,312.5,0.4,165
12.5,317.5,0.4,164
12.5,322.5,0.37,161
12.5,327.5,0.27,153
12.5,332.5,0.12,133
12.5,337.5,-0.12,115
12.5,342.5,-0.24,124
12.5,347.5,0.13,154
12.5,352.5,-0.26,126
12.5,357.5,0.33,147
17.5,2.5,0.33,133
17.5,7.5,0.89,151
17.5,12.5,0.89,152
17.5,17.5,0.8,147
17.5,22.5,-0.17,112
17.5,27.5,-0.49,90
17.5,32.5,-1,84
17.5,37.5,-0.66,95
17.5,42.5,0.02,151
17.5,47.5,1.51,169
17.5,52.5,0.76,167
17.5,57.5,0.15,160
17.5,62.5,0.46,168
17.5,67.5,0.75,173
17.5,72.5,0.99,175
17.5,77.5,1.3,175
17.5,82.5,0.99,174
17.5,87.5,0.95,174
17.5,92.5,1.32,174
17.5,97.5,0.81,172
17.5,102.5,-0.11,113
17.5,107.5,-0.52,84
17.5,112.5,-0.38,91
17.5,117.5,0.11,140
17.5,122.5,0.28,151
17.5,127.5,0.19,138
17.5,132.5,0.42,158
17.5,137.5,0.67,172
17.5,142.5,0.8,173
17.5,147.5,0.94,175
17.5,152.5,1.1,175
17.5,157.5,1.19,176
17.5,162.5,1.22,176
17.5,167.5,1.16,176
17.5,172.5,1.09,176
17.5,177.5,0.94,176
17.5,182.5,0.81,175
17.5,187.5,0.71,175
17.5,192.5,0.56,173
17.5,197.5,0.63,175
17.5,202.5,0.79,175
17.5,207.5,0.85,174
17.5,212.5,0.82,172
17.5,217.5,0.59,166
17.5,222.5,0.39,157
17.5,227.5,0.11,142
17.5,232.5,-0.17,117
17.5,237.5,-0.39,102
17.5,242.5,-0.52,81
17.5,247.5,-0.53,72
17.5,252.5,-0.37,78
17.5,257.5,0.82,175
17.5,262.5,0.89,175
17.5,267.5,0.88,173
17.5,272.5,0.76,174
17.5,277.5,0.67,175
17.5,282.5,0.72,175
17.5,287.5,0.77,176
17.5,292.5,0.86,176
17.5,297.5,0.88,176
17.5,302.5,0.82,175
17.5,307.5,0.72,175
17.5,312.5,0.62,173
17.5,317.5,0.62,172
17.5,322.5,0.62,171
17.5,327.5,0.53,164
17.5,332.5,0.35,154
17.5,337.5,0.06,130
17.5,342.5,-0.38,111
17.5,347.5,-0.53,105
17.5,352.5,-0.02,113
17.5,357.5,0.18,121
22.5,2.5,0.74,142
22.5,7.5,0.65,129
22.5,12.5,0.73,132
22.5,17.5,0.64,129
22.5,22.5,0.77,138
22.5,27.5,-0.2,96
22.5,32.5,-0.67,92
22.5,37.5,0.01,136
22.5,42.5,0.38,151
22.5,47.5,-0.24,124
22.5,52.5,0.89,165
22.5,57.5,0.89,174
22.5,62.5,0.59,171
22.5,67.5,0.97,174
22.5,72.5,1.64,174
22.5,77.5,1.61,174
22.5,82.5,1.68,174
22.5,87.5,0.94,173
22.5,92.5,1.03,173
22.5,97.5,0.87,167
22.5,102.5,1.17,166
22.5,107.5,-1.34,75
22.5,112.5,-0.17,133
22.5,117.5,-0.09,133
22.5,122.5,-0.14,121
22.5,127.5,-0.39,69
22.5,132.5,-0.18,74
22.5,137.5,0.04,122
22.5,142.5,0.12,143
22.5,147.5,0.45,153
22.5,152.5,0.88,169
22.5,157.5,1.17,172
22.5,162.5,1.19,174
22.5,167.5,1.15,174
22.5,172.5,1.12,174
22.5,177.5,1.12,174
22.5,182.5,1.13,175
22.5,187.5,1.06,176
22.5,192.5,0.86,176
22.5,197.5,0.86,176
22.5,202.5,0.98,176
22.5,207.5,1.2,176
22.5,212.5,1.24,176
22.5,217.5,1.12,174
22.5,222.5,0.91,172
22.5,227.5,0.7,167
22.5,232.5,0.42,159
22.5,237.5,-0.05,130
22.5,242.5,-0.75,69
22.5,247.5,-1.08,39
22.5,252.5,-0.68,67
22.5,257.5,2.09,176
22.5,262.5,0.76,161
22.5,267.5,0.79,153
22.5,272.5,0.68,162
22.5,277.5,0.66,162
22.5,282.5,0.47,160
22.5,287.5,0.5,167
22.5,292.5,0.59,168
22.5,297.5,0.8,175
22.5,302.5,0.84,175
22.5,307.5,0.76,176
22.5,312.5,0.7,175
22.5,317.5,0.76,174
22.5,322.5,0.86,173
22.5,327.5,0.88,174
22.5,332.5,0.77,171
22.5,337.5,0.52,164
22.5,342.5,0.25,154
22.5,347.5,-1.21,87
22.5,352.5,-0.7,90
22.5,357.5,0.55,125
27.5,2.5,0.73,130
27.5,7.5,0.58,131
27.5,12.5,0.65,125
27.5,17.5,0.33,122
27.5,22.5,0.23,127
27.5,27.5,-0.51,81
27.5,32.5,-0.21,117
27.5,37.5,-0.72,97
27.5,42.5,-1.67,63
27.5,47.5,-0.72,96
27.5,52.5,0.41,157
27.5,57.5,0.88,166
27.5,62.5,1.25,163
27.5,67.5,1.49,172
27.5,72.5,1.9,173
27.5,77.5,1.62,173
27.5,82.5,0.78,161
27.5,87.5,1.06,168
27.5,92.5,1.02,168
27.5,97.5,0.15,151
27.5,102.5,0.57,154
27.5,107.5,-1.36,94
27.5,112.5,-0.66,126
27.5,117.5,-0.6,120
27.5,122.5,0.08,151
27.5,127.5,-0.3,108
27.5,132.5,-0.46,73
27.5,137.5,-0.39,75
27.5,142.5,-0.47,76
27.5,147.5,-0.38,73
27.5,152.5,0.04,117
27.5,157.5,0.46,151
27.5,162.5,0.43,151
27.5,167.5,0.45,160
27.5,172.5,0.44,159
27.5,177.5,0.66,165
27.5,182.5,0.63,160
27.5,187.5,1.06,171
27.5,192.5,1.03,170
27.5,197.5,0.99,170
27.5,202.5,1.08,172
27.5,207.5,1.25,176
27.5,212.5,1.33,176
27.5,217.5,1.29,176
27.5,222.5,1.16,176
27.5,227.5,1.04,173
27.5,232.5,0.85,170
27.5,237.5,0.34,155
27.5,242.5,-0.6,81
27.5,247.5,-0.37,104
27.5,252.5,3.04,176
27.5,257.5,1.6,165
27.5,262.5,0.59,148
27.5,267.5,0.88,146
27.5,272.5,0.83,136
27.5,277.5,0.91,136
27.5,282.5,0.46,133
27.5,287.5,0.18,130
27.5,292.5,0.2,150
27.5,297.5,0.32,162
27.5,302.5,0.36,163
27.5,307.5,0.41,165
27.5,312.5,0.52,172
27.5,317.5,0.72,176
27.5,322.5,0.95,176
27.5,327.5,1.12,175
27.5,332.5,1.13,175
27.5,337.5,0.99,174
27.5,342.5,0.77,171
27.5,347.5,0.45,157
27.5,352.5,-0.03,119
27.5,357.5,0.33,127
32.5,2.5,0.96,131
32.5,7.5,0.75,132
32.5,12.5,0.88,155
32.5,17.5,0.78,171
32.5,22.5,0.52,161
32.5,27.5,0.71,168
32.5,32.5,0.69,166
32.5,37.5,-1.44,64
32.5,42.5,-1.61,66
32.5,47.5,-1.94,80
32.5,52.5,-1.55,86
32.5,57.5,0.36,140
32.5,62.5,0.86,145
32.5,67.5,0.91,150
32.5,72.5,1.27,167
32.5,77.5,1.18,167
32.5,82.5,0.96,152
32.5,87.5,1.5,170
32.5,92.5,0.53,152
32.5,97.5,0.49,149
32.5,102.5,-0.06,136
32.5,107.5,0.12,145
32.5,112.5,0.29,153
32.5,117.5,0.05,152
32.5,122.5,0.41,160
32.5,127.5,0.04,144
32.5,132.5,-0.11,136
32.5,137.5,-0.2,127
32.5,142.5,-0.01,130
32.5,147.5,0.05,123
32.5,152.5,0.1,128
32.5,157.5,0.19,134
32.5,162.5,0.08,127
32.5,167.5,-0.08,117
32.5,172.5,-0.06,117
32.5,177.5,0.17,137
32.5,182.5,0.5,154
32.5,187.5,0.81,162
32.5,192.5,0.95,165
32.5,197.5,0.97,160
32.5,202.5,0.97,153
32.5,207.5,1.12,161
32.5,212.5,1.3,172
32.5,217.5,1.32,172
32.5,222.5,1.2,171
32.5,227.5,0.98,168
32.5,232.5,0.73,167
32.5,237.5,0.19,138
32.5,242.5,0.62,157
32.5,247.5,2.54,174
32.5,252.5,3.22,175
32.5,257.5,-0.08,124
32.5,262.5,-0.46,98
32.5,267.5,0.59,117
32.5,272.5,1.55,142
32.5,277.5,1.73,150
32.5,282.5,0.27,91
32.5,287.5,0.09,97
32.5,292.5,0.01,125
32.5,297.5,-0.09,135
32.5,302.5,-0.18,130
32.5,307.5,-0.01,139
32.5,312.5,0.23,158
32.5,317.5,0.47,174
32.5,322.5,0.74,176
32.5,327.5,1.06,176
32.5,332.5,1.3,175
32.5,337.5,1.26,175
32.5,342.5,0.99,175
32.5,347.5,0.82,173
32.5,352.5,0.67,160
32.5,357.5,0.41,123
37.5,2.5,1.13,172
37.5,7.5,1.14,171
37.5,12.5,0.9,173
37.5,17.5,0.82,172
37.5,22.5,0.8,171
37.5,27.5,0.21,137
37.5,32.5,-1.18,62
37.5,37.5,-2.22,52
37.5,42.5,-1.4,83
37.5,47.5,-1.71,89
37.5,52.5,0.3,150
37.5,57.5,-0.36,112
37.5,62.5,-1.13,88
37.5,67.5,0.62,133
37.5,72.5,0.49,148
37.5,77.5,-0.08,128
37.5,82.5,-0.78,113
37.5,87.5,-0.41,136
37.5,92.5,-0.76,122
37.5,97.5,-1.03,108
37.5,102.5,-0.66,124
37.5,107.5,-1.34,107
37.5,112.5,-0.71,136
37.5,117.5,0.16,156
37.5,122.5,0.6,159
37.5,127.5,-0.21,137
37.5,132.5,0.37,157
37.5,137.5,0.49,157
37.5,142.5,1.28,172
37.5,147.5,1.78,173
37.5,152.5,1.13,172
37.5,157.5,0.89,168
37.5,162.5,1.02,168
37.5,167.5,0.92,166
37.5,172.5,0.64,152
37.5,177.5,0.52,151
37.5,182.5,0.92,165
37.5,187.5,1.2,170
37.5,192.5,1.21,169
37.5,197.5,0.99,161
37.5,202.5,0.82,152
37.5,207.5,0.83,142
37.5,212.5,1.02,154
37.5,217.5,1.09,163
37.5,222.5,0.9,165
37.5,227.5,0.63,163
37.5,232.5,0.24,136
37.5,237.5,0.06,130
37.5,242.5,1.61,161
